Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Tuberculosis,chills,loss_of_appetite,fatigue,vomiting,mild_fever,swelled_lymph_nodes,phlegm,cough,yellowing_of_eyes,sweating,breathlessness,,,,,,
Tuberculosis,swelled_lymph_nodes,malaise,sweating,vomiting,cough,rusty_sputum,blood_in_sputum,yellowing_of_eyes,loss_of_appetite,mild_fever,phlegm,fatigue,high_fever,irregular_sugar_level,sunken_eyes,,
Tuberculosis,vomiting,malaise,loss_of_appetite,breathlessness,mild_fever,sweating,weight_loss,yellowing_of_eyes,rusty_sputum,chills,scurring,,,,,,
Tuberculosis,chills,high_fever,phlegm,rusty_sputum,weight_loss,mild_fever,vomiting,cough,breathlessness,swelled_lymph_nodes,blood_in_sputum,loss_of_appetite,,,,,
Tuberculosis,breathlessness,cough,blood_in_sputum,rusty_sputum,yellowing_of_eyes,chills,weight_loss,malaise,sweating,phlegm,loss_of_appetite,vomiting,mild_fever,fatigue,swelled_lymph_nodes,,
Tuberculosis,sweating,yellowing_of_eyes,weight_loss,malaise,high_fever,mild_fever,blood_in_sputum,loss_of_appetite,rusty_sputum,cough,breathlessness,chills,vomiting,inflammatory_nails,,,
Tuberculosis,phlegm,vomiting,fatigue,cough,rusty_sputum,high_fever,sweating,malaise,blood_in_sputum,loss_of_appetite,mild_fever,swelled_lymph_nodes,breathlessness,yellowing_of_eyes,,,
Tuberculosis,swelled_lymph_nodes,vomiting,phlegm,mild_fever,weight_loss,sweating,cough,loss_of_appetite,rusty_sputum,chills,fatigue,blood_in_sputum,breathlessness,malaise,yellowing_of_eyes,internal_itching,inflammatory_nails
Tuberculosis,blood_in_sputum,malaise,chills,cough,phlegm,high_fever,breathlessness,swelled_lymph_nodes,yellowing_of_eyes,weight_loss,loss_of_appetite,rusty_sputum,dizziness,lack_of_concentration,,,
Tuberculosis,chills,mild_fever,sweating,fatigue,vomiting,rusty_sputum,loss_of_appetite,breathlessness,phlegm,cough,palpitations,,,,,,
Tuberculosis,mild_fever,vomiting,phlegm,blood_in_sputum,loss_of_appetite,weight_loss,high_fever,cough,rusty_sputum,yellowing_of_eyes,fatigue,breathlessness,swelled_lymph_nodes,sweating,,,
Tuberculosis,loss_of_appetite,sweating,malaise,high_fever,swelled_lymph_nodes,yellowing_of_eyes,mild_fever,blood_in_sputum,chills,rusty_sputum,breathlessness,phlegm,cough,fatigue,weight_loss,,
Tuberculosis,mild_fever,sweating,weight_loss,fatigue,high_fever,vomiting,cough,chills,loss_of_appetite,blood_in_sputum,,,,,,,
Tuberculosis,blood_in_sputum,swelled_lymph_nodes,rusty_sputum,malaise,sweating,breathlessness,cough,vomiting,high_fever,phlegm,bladder_discomfort,,,,,,
Tuberculosis,cough,chills,phlegm,blood_in_sputum,mild_fever,vomiting,rusty_sputum,high_fever,yellowing_of_eyes,breathlessness,loss_of_appetite,malaise,skin_peeling,painful_walking,,,
Tuberculosis,vomiting,fatigue,mild_fever,cough,malaise,blood_in_sputum,loss_of_appetite,weight_loss,chills,high_fever,itching,,,,,,
Tuberculosis,chills,breathlessness,loss_of_appetite,mild_fever,vomiting,rusty_sputum,phlegm,malaise,fatigue,high_fever,blood_in_sputum,neck_pain,,,,,
Tuberculosis,blood_in_sputum,cough,malaise,phlegm,breathlessness,loss_of_appetite,yellowing_of_eyes,mild_fever,weight_loss,high_fever,swelled_lymph_nodes,indigestion,,,,,
Tuberculosis,breathlessness,cough,high_fever,rusty_sputum,yellowing_of_eyes,chills,vomiting,swelled_lymph_nodes,malaise,phlegm,blood_in_sputum,polyuria,ulcers_on_tongue,,,,
Tuberculosis,mild_fever,sweating,chills,cough,phlegm,rusty_sputum,high_fever,swelled_lymph_nodes,malaise,breathlessness,weight_loss,yellowing_of_eyes,,,,,
Tuberculosis,high_fever,malaise,chills,sweating,blood_in_sputum,phlegm,breathlessness,yellowing_of_eyes,weight_loss,loss_of_appetite,puffy_face_and_eyes,internal_itching,,,,,
Tuberculosis,blood_in_sputum,chills,swelled_lymph_nodes,high_fever,yellowing_of_eyes,vomiting,cough,phlegm,mild_fever,malaise,rusty_sputum,bruising,,,,,
Tuberculosis,phlegm,vomiting,malaise,loss_of_appetite,breathlessness,cough,yellowing_of_eyes,rusty_sputum,blood_in_sputum,weight_loss,,,,,,,
Tuberculosis,loss_of_appetite,malaise,breathlessness,phlegm,swelled_lymph_nodes,fatigue,rusty_sputum,high_fever,cough,,,,,,,,
Tuberculosis,chills,blood_in_sputum,rusty_sputum,swelled_lymph_nodes,cough,vomiting,sweating,phlegm,yellowing_of_eyes,high_fever,breathlessness,fatigue,loss_of_appetite,mild_fever,drying_and_tingling_lips,,
Tuberculosis,swelled_lymph_nodes,sweating,fatigue,rusty_sputum,high_fever,loss_of_appetite,yellowing_of_eyes,vomiting,weight_loss,chills,phlegm,cough,blood_in_sputum,mild_fever,brittle_nails,,
Tuberculosis,chills,weight_loss,sweating,rusty_sputum,vomiting,malaise,phlegm,blood_in_sputum,cough,loss_of_appetite,continuous_sneezing,polyuria,,,,,
Tuberculosis,malaise,breathlessness,blood_in_sputum,chills,loss_of_appetite,high_fever,rusty_sputum,vomiting,yellowing_of_eyes,,,,,,,,
Tuberculosis,loss_of_appetite,malaise,fatigue,vomiting,mild_fever,blood_in_sputum,chills,high_fever,rusty_sputum,restlessness,blackheads,,,,,,
Tuberculosis,vomiting,yellowing_of_eyes,swelled_lymph_nodes,chills,phlegm,mild_fever,rusty_sputum,cough,high_fever,weight_loss,loss_of_appetite,breathlessness,blood_in_sputum,fatigue,fluid_overload.1,,
Tuberculosis,sweating,rusty_sputum,breathlessness,fatigue,swelled_lymph_nodes,malaise,blood_in_sputum,mild_fever,high_fever,cough,,,,,,,
Tuberculosis,rusty_sputum,swelled_lymph_nodes,fatigue,high_fever,blood_in_sputum,loss_of_appetite,phlegm,cough,weight_loss,breathlessness,malaise,fast_heart_rate,,,,,
Tuberculosis,loss_of_appetite,yellowing_of_eyes,weight_loss,blood_in_sputum,rusty_sputum,breathlessness,sweating,high_fever,cough,vomiting,malaise,swelled_lymph_nodes,fatigue,phlegm,mild_fever,stomach_pain,ulcers_on_tongue
Tuberculosis,rusty_sputum,cough,blood_in_sputum,swelled_lymph_nodes,chills,breathlessness,yellowing_of_eyes,malaise,fatigue,mild_fever,sweating,weight_loss,muscle_weakness,,,,
Tuberculosis,weight_loss,fatigue,high_fever,chills,blood_in_sputum,loss_of_appetite,sweating,cough,breathlessness,phlegm,rusty_sputum,malaise,mild_fever,bladder_discomfort,,,
Tuberculosis,loss_of_appetite,vomiting,blood_in_sputum,swelled_lymph_nodes,yellowing_of_eyes,rusty_sputum,sweating,breathlessness,malaise,phlegm,fatigue,chills,,,,,
Tuberculosis,fatigue,breathlessness,blood_in_sputum,swelled_lymph_nodes,weight_loss,malaise,loss_of_appetite,mild_fever,cough,high_fever,chills,rusty_sputum,vomiting,yellowing_of_eyes,phlegm,,
Tuberculosis,blood_in_sputum,mild_fever,sweating,yellowing_of_eyes,breathlessness,swelled_lymph_nodes,phlegm,loss_of_appetite,weight_loss,vomiting,cough,high_fever,,,,,
Tuberculosis,phlegm,high_fever,blood_in_sputum,yellowing_of_eyes,fatigue,weight_loss,cough,malaise,chills,sweating,vomiting,breathlessness,knee_pain,neck_pain,,,
Tuberculosis,vomiting,malaise,chills,rusty_sputum,cough,blood_in_sputum,high_fever,weight_loss,sweating,cramps,,,,,,,
Tuberculosis,rusty_sputum,yellowing_of_eyes,loss_of_appetite,phlegm,swelled_lymph_nodes,cough,chills,malaise,weight_loss,high_fever,,,,,,,
Tuberculosis,blood_in_sputum,weight_loss,loss_of_appetite,chills,yellowing_of_eyes,fatigue,mild_fever,vomiting,swelled_lymph_nodes,high_fever,breathlessness,cough,phlegm,malaise,fast_heart_rate,,
Tuberculosis,sweating,phlegm,yellowing_of_eyes,loss_of_appetite,mild_fever,malaise,high_fever,chills,swelled_lymph_nodes,cough,palpitations,,,,,,
Tuberculosis,swelled_lymph_nodes,phlegm,blood_in_sputum,mild_fever,vomiting,sweating,loss_of_appetite,fatigue,high_fever,malaise,,,,,,,
Tuberculosis,mild_fever,breathlessness,vomiting,sweating,malaise,phlegm,yellowing_of_eyes,fatigue,swelled_lymph_nodes,rusty_sputum,chills,high_fever,loss_of_appetite,pus_filled_pimples,back_pain,,
Tuberculosis,sweating,loss_of_appetite,phlegm,vomiting,breathlessness,malaise,blood_in_sputum,swelled_lymph_nodes,chills,high_fever,cough,mild_fever,skin_rash,blackheads,,,
Tuberculosis,blood_in_sputum,swelled_lymph_nodes,fatigue,mild_fever,vomiting,weight_loss,cough,breathlessness,rusty_sputum,phlegm,chills,,,,,,
Tuberculosis,yellowing_of_eyes,phlegm,high_fever,swelled_lymph_nodes,chills,malaise,weight_loss,fatigue,cough,loss_of_appetite,vomiting,blood_in_sputum,joint_pain,yellow_urine,,,
Tuberculosis,fatigue,weight_loss,blood_in_sputum,yellowing_of_eyes,phlegm,rusty_sputum,mild_fever,breathlessness,loss_of_appetite,swelled_lymph_nodes,,,,,,,
Tuberculosis,breathlessness,fatigue,sweating,mild_fever,vomiting,yellowing_of_eyes,weight_loss,malaise,high_fever,loss_of_appetite,,,,,,,
Tuberculosis,yellowing_of_eyes,loss_of_appetite,fatigue,mild_fever,cough,swelled_lymph_nodes,weight_loss,rusty_sputum,breathlessness,phlegm,,,,,,,
Tuberculosis,chills,rusty_sputum,blood_in_sputum,fatigue,mild_fever,high_fever,cough,weight_loss,breathlessness,malaise,vomiting,fluid_overload,,,,,
Tuberculosis,vomiting,swelled_lymph_nodes,high_fever,malaise,rusty_sputum,mild_fever,chills,blood_in_sputum,weight_loss,loss_of_appetite,phlegm,yellowing_of_eyes,fatigue,sweating,,,
Tuberculosis,chills,loss_of_appetite,swelled_lymph_nodes,yellowing_of_eyes,weight_loss,vomiting,cough,sweating,mild_fever,phlegm,rusty_sputum,high_fever,increased_appetite,,,,
Tuberculosis,breathlessness,vomiting,loss_of_appetite,yellowing_of_eyes,phlegm,malaise,chills,blood_in_sputum,fatigue,cough,weight_loss,sweating,,,,,
Tuberculosis,breathlessness,chills,sweating,loss_of_appetite,fatigue,vomiting,malaise,high_fever,weight_loss,mild_fever,cough,rusty_sputum,swelled_lymph_nodes,phlegm,blood_in_sputum,sinus_pressure,
Tuberculosis,high_fever,phlegm,vomiting,weight_loss,cough,mild_fever,fatigue,swelled_lymph_nodes,yellowing_of_eyes,sweating,breathlessness,loss_of_appetite,rusty_sputum,malaise,nausea,altered_sensorium,
Tuberculosis,cough,malaise,blood_in_sputum,high_fever,sweating,vomiting,phlegm,chills,mild_fever,rusty_sputum,yellowing_of_eyes,fatigue,loss_of_appetite,,,,
Tuberculosis,fatigue,weight_loss,yellowing_of_eyes,cough,chills,vomiting,phlegm,mild_fever,high_fever,malaise,loss_of_appetite,rusty_sputum,swelled_lymph_nodes,sweating,continuous_feel_of_urine,,
Tuberculosis,sweating,loss_of_appetite,mild_fever,vomiting,blood_in_sputum,high_fever,cough,malaise,fatigue,phlegm,swelled_lymph_nodes,belly_pain,,,,,
Tuberculosis,chills,blood_in_sputum,loss_of_appetite,yellowing_of_eyes,high_fever,sweating,malaise,weight_loss,phlegm,fatigue,rusty_sputum,mild_fever,cough,swelled_lymph_nodes,vomiting,,
Tuberculosis,mild_fever,yellowing_of_eyes,phlegm,sweating,blood_in_sputum,chills,high_fever,weight_loss,vomiting,fatigue,blurred_and_distorted_vision,,,,,,
Tuberculosis,sweating,cough,swelled_lymph_nodes,breathlessness,vomiting,loss_of_appetite,chills,malaise,weight_loss,fatigue,phlegm,fluid_overload,small_dents_in_nails,,,,
Tuberculosis,weight_loss,swelled_lymph_nodes,mild_fever,sweating,rusty_sputum,high_fever,loss_of_appetite,vomiting,cough,fatigue,chills,phlegm,yellowing_of_eyes,blood_in_sputum,,,
Tuberculosis,high_fever,yellowing_of_eyes,sweating,vomiting,weight_loss,mild_fever,loss_of_appetite,rusty_sputum,breathlessness,blood_in_sputum,fatigue,mucoid_sputum,spotting_urination,,,,
Tuberculosis,blood_in_sputum,rusty_sputum,loss_of_appetite,weight_loss,fatigue,breathlessness,mild_fever,sweating,swelled_lymph_nodes,lethargy,,,,,,,
Tuberculosis,loss_of_appetite,fatigue,breathlessness,malaise,mild_fever,cough,phlegm,yellowing_of_eyes,rusty_sputum,swelled_lymph_nodes,vomiting,chills,high_fever,sweating,nausea,,
Tuberculosis,cough,loss_of_appetite,high_fever,chills,swelled_lymph_nodes,blood_in_sputum,fatigue,yellowing_of_eyes,weight_loss,breathlessness,vomiting,phlegm,rusty_sputum,dehydration,swollen_blood_vessels,,
Tuberculosis,weight_loss,mild_fever,sweating,fatigue,rusty_sputum,breathlessness,chills,high_fever,phlegm,malaise,lethargy,,,,,,
Tuberculosis,blood_in_sputum,rusty_sputum,chills,loss_of_appetite,sweating,high_fever,malaise,phlegm,breathlessness,vomiting,bruising,coma,,,,,
Tuberculosis,blood_in_sputum,high_fever,fatigue,loss_of_appetite,malaise,yellowing_of_eyes,cough,swelled_lymph_nodes,rusty_sputum,weight_loss,sweating,breathlessness,vomiting,mild_fever,runny_nose,bruising,
Tuberculosis,fatigue,phlegm,malaise,sweating,rusty_sputum,swelled_lymph_nodes,chills,breathlessness,high_fever,loss_of_appetite,blood_in_sputum,yellowing_of_eyes,cough,pain_during_bowel_motions,palpitations,,
Tuberculosis,loss_of_appetite,breathlessness,yellowing_of_eyes,blood_in_sputum,mild_fever,phlegm,swelled_lymph_nodes,rusty_sputum,fatigue,weight_loss,malaise,high_fever,,,,,
Tuberculosis,yellowing_of_eyes,mild_fever,phlegm,weight_loss,rusty_sputum,breathlessness,sweating,blood_in_sputum,vomiting,fatigue,loss_of_appetite,swelled_lymph_nodes,polyuria,neck_pain,,,
Tuberculosis,yellowing_of_eyes,high_fever,breathlessness,cough,malaise,swelled_lymph_nodes,phlegm,sweating,weight_loss,blood_in_sputum,loss_of_appetite,mild_fever,fatigue,vomiting,rusty_sputum,distention_of_abdomen,
Tuberculosis,phlegm,breathlessness,blood_in_sputum,chills,sweating,fatigue,mild_fever,yellowing_of_eyes,malaise,high_fever,rusty_sputum,weight_loss,cough,,,,
Tuberculosis,loss_of_appetite,swelled_lymph_nodes,fatigue,malaise,yellowing_of_eyes,weight_loss,cough,high_fever,vomiting,phlegm,sweating,mild_fever,blood_in_sputum,back_pain,lack_of_concentration,,
Common Cold,swelled_lymph_nodes,congestion,malaise,chest_pain,continuous_sneezing,chills,high_fever,redness_of_eyes,cough,fatigue,runny_nose,phlegm,loss_of_smell,abdominal_pain,toxic_look_(typhos),,
Common Cold,redness_of_eyes,fatigue,swelled_lymph_nodes,continuous_sneezing,phlegm,headache,runny_nose,sinus_pressure,congestion,chest_pain,high_fever,throat_irritation,malaise,family_history,,,
Common Cold,malaise,chest_pain,phlegm,sinus_pressure,runny_nose,continuous_sneezing,cough,congestion,headache,redness_of_eyes,loss_of_smell,muscle_pain,fatigue,chills,high_fever,,
Common Cold,throat_irritation,congestion,headache,phlegm,loss_of_smell,runny_nose,chest_pain,muscle_pain,chills,redness_of_eyes,swelled_lymph_nodes,malaise,high_fever,sinus_pressure,,,
Common Cold,cough,chills,muscle_pain,throat_irritation,chest_pain,swelled_lymph_nodes,phlegm,runny_nose,high_fever,redness_of_eyes,loss_of_smell,mucoid_sputum,lethargy,,,,
Common Cold,throat_irritation,phlegm,fatigue,sinus_pressure,swelled_lymph_nodes,high_fever,congestion,muscle_pain,cough,redness_of_eyes,abnormal_menstruation,swollen_legs,,,,,
Common Cold,sinus_pressure,muscle_pain,loss_of_smell,runny_nose,throat_irritation,chest_pain,high_fever,malaise,chills,phlegm,congestion,continuous_sneezing,swelled_lymph_nodes,fatigue,cough,redness_of_eyes,passage_of_gases
Common Cold,chills,sinus_pressure,headache,loss_of_smell,continuous_sneezing,runny_nose,cough,fatigue,congestion,high_fever,,,,,,,
Common Cold,headache,muscle_pain,redness_of_eyes,throat_irritation,fatigue,cough,chills,chest_pain,swelled_lymph_nodes,continuous_sneezing,high_fever,sinus_pressure,congestion,visual_disturbances,internal_itching,,
Common Cold,loss_of_smell,headache,cough,runny_nose,fatigue,redness_of_eyes,chest_pain,chills,muscle_pain,malaise,congestion,swelled_lymph_nodes,phlegm,,,,
Common Cold,headache,fatigue,chills,high_fever,cough,phlegm,runny_nose,throat_irritation,muscle_pain,sinus_pressure,congestion,malaise,continuous_sneezing,redness_of_eyes,loss_of_smell,swelled_lymph_nodes,prominent_veins_on_calf
Common Cold,headache,malaise,sinus_pressure,chills,fatigue,continuous_sneezing,redness_of_eyes,phlegm,high_fever,runny_nose,throat_irritation,swelled_lymph_nodes,muscle_pain,chest_pain,loss_of_smell,patches_in_throat,
Common Cold,headache,loss_of_smell,high_fever,fatigue,continuous_sneezing,phlegm,cough,runny_nose,swelled_lymph_nodes,chest_pain,muscle_weakness,excessive_hunger,,,,,
Common Cold,fatigue,throat_irritation,malaise,chills,headache,phlegm,chest_pain,runny_nose,loss_of_smell,continuous_sneezing,high_fever,sinus_pressure,cough,,,,
Common Cold,runny_nose,muscle_pain,sinus_pressure,high_fever,cough,chest_pain,fatigue,malaise,congestion,throat_irritation,phlegm,chills,loss_of_smell,,,,
Common Cold,redness_of_eyes,swelled_lymph_nodes,continuous_sneezing,fatigue,cough,phlegm,high_fever,loss_of_smell,malaise,throat_irritation,runny_nose,muscle_pain,headache,sinus_pressure,chest_pain,congestion,bladder_discomfort
Common Cold,redness_of_eyes,headache,phlegm,throat_irritation,runny_nose,loss_of_smell,sinus_pressure,cough,malaise,muscle_pain,high_fever,congestion,chills,chest_pain,continuous_sneezing,,
Common Cold,loss_of_smell,cough,continuous_sneezing,phlegm,malaise,throat_irritation,high_fever,fatigue,sinus_pressure,swelled_lymph_nodes,congestion,headache,redness_of_eyes,chills,runny_nose,blister,
Common Cold,congestion,phlegm,chills,runny_nose,cough,fatigue,sinus_pressure,chest_pain,muscle_pain,swelled_lymph_nodes,high_fever,continuous_sneezing,malaise,brittle_nails,,,
Common Cold,sinus_pressure,fatigue,loss_of_smell,swelled_lymph_nodes,phlegm,headache,redness_of_eyes,chills,muscle_pain,malaise,chest_pain,,,,,,
Common Cold,high_fever,loss_of_smell,cough,chest_pain,throat_irritation,phlegm,continuous_sneezing,headache,chills,sinus_pressure,congestion,fatigue,malaise,bladder_discomfort,,,
Common Cold,muscle_pain,throat_irritation,redness_of_eyes,malaise,chest_pain,sinus_pressure,phlegm,headache,high_fever,cough,runny_nose,loss_of_smell,congestion,chills,fatigue,continuous_sneezing,
Common Cold,congestion,sinus_pressure,chills,runny_nose,fatigue,malaise,continuous_sneezing,high_fever,phlegm,cough,foul_smell_of_urine,,,,,,
Common Cold,redness_of_eyes,muscle_pain,congestion,high_fever,runny_nose,chills,cough,throat_irritation,continuous_sneezing,chest_pain,loss_of_smell,malaise,,,,,
Common Cold,redness_of_eyes,muscle_pain,continuous_sneezing,runny_nose,chills,cough,chest_pain,fatigue,high_fever,loss_of_smell,headache,malaise,congestion,phlegm,swelled_lymph_nodes,throat_irritation,enlarged_thyroid
Common Cold,throat_irritation,swelled_lymph_nodes,chest_pain,congestion,chills,muscle_pain,headache,redness_of_eyes,malaise,high_fever,toxic_look_(typhos),,,,,,
Common Cold,headache,malaise,continuous_sneezing,chills,congestion,throat_irritation,runny_nose,phlegm,fatigue,redness_of_eyes,cough,muscle_pain,high_fever,chest_pain,,,
Common Cold,malaise,congestion,cough,fatigue,sinus_pressure,redness_of_eyes,headache,runny_nose,loss_of_smell,muscle_pain,phlegm,chills,chest_pain,swelled_lymph_nodes,continuous_sneezing,high_fever,increased_appetite
Common Cold,continuous_sneezing,sinus_pressure,runny_nose,high_fever,congestion,throat_irritation,swelled_lymph_nodes,fatigue,cough,chest_pain,chills,loss_of_smell,red_sore_around_nose,,,,
Common Cold,loss_of_smell,throat_irritation,chest_pain,phlegm,headache,high_fever,malaise,continuous_sneezing,swelled_lymph_nodes,chills,congestion,fatigue,itching,dark_urine,,,
Common Cold,swelled_lymph_nodes,chest_pain,phlegm,cough,high_fever,loss_of_smell,runny_nose,redness_of_eyes,continuous_sneezing,congestion,malaise,fatigue,chills,sinus_pressure,distention_of_abdomen,abnormal_menstruation,
Common Cold,continuous_sneezing,throat_irritation,chills,headache,high_fever,malaise,swelled_lymph_nodes,phlegm,muscle_pain,congestion,loss_of_smell,chest_pain,fatigue,runny_nose,redness_of_eyes,stiff_neck,
Common Cold,muscle_pain,swelled_lymph_nodes,high_fever,loss_of_smell,sinus_pressure,fatigue,malaise,chest_pain,redness_of_eyes,cough,continuous_sneezing,throat_irritation,chills,runny_nose,,,
Common Cold,high_fever,redness_of_eyes,chest_pain,fatigue,throat_irritation,cough,sinus_pressure,runny_nose,phlegm,muscle_pain,swelled_lymph_nodes,,,,,,
Common Cold,cough,malaise,loss_of_smell,throat_irritation,phlegm,chest_pain,headache,congestion,redness_of_eyes,runny_nose,high_fever,sinus_pressure,chills,swollen_legs,,,
Common Cold,runny_nose,continuous_sneezing,congestion,chest_pain,redness_of_eyes,fatigue,malaise,chills,high_fever,headache,swelled_lymph_nodes,muscle_pain,loss_of_smell,cough,history_of_alcohol_consumption,,
Common Cold,cough,continuous_sneezing,fatigue,redness_of_eyes,malaise,swelled_lymph_nodes,congestion,chest_pain,sinus_pressure,headache,muscle_pain,loss_of_smell,runny_nose,acute_liver_failure,rusty_sputum,,
Common Cold,cough,redness_of_eyes,swelled_lymph_nodes,high_fever,loss_of_smell,runny_nose,headache,muscle_pain,throat_irritation,phlegm,,,,,,,
Common Cold,high_fever,cough,continuous_sneezing,chest_pain,throat_irritation,phlegm,runny_nose,loss_of_smell,congestion,muscle_pain,swelled_lymph_nodes,fatigue,muscle_weakness,,,,
Common Cold,redness_of_eyes,phlegm,high_fever,headache,cough,runny_nose,chest_pain,fatigue,malaise,throat_irritation,loss_of_smell,sinus_pressure,muscle_pain,continuous_sneezing,chills,coma,
Common Cold,headache,congestion,malaise,swelled_lymph_nodes,throat_irritation,redness_of_eyes,muscle_pain,cough,fatigue,chest_pain,red_spots_over_body,belly_pain,,,,,
Common Cold,fatigue,redness_of_eyes,malaise,continuous_sneezing,cough,chest_pain,chills,phlegm,headache,runny_nose,pus_filled_pimples,lack_of_concentration,,,,,
Common Cold,swelled_lymph_nodes,throat_irritation,redness_of_eyes,runny_nose,cough,phlegm,loss_of_smell,chills,malaise,fatigue,congestion,high_fever,sinus_pressure,palpitations,,,
Common Cold,sinus_pressure,phlegm,fatigue,redness_of_eyes,headache,malaise,throat_irritation,continuous_sneezing,muscle_pain,cough,high_fever,swelled_lymph_nodes,loss_of_smell,congestion,runny_nose,chest_pain,weakness_of_one_body_side
Common Cold,headache,chest_pain,continuous_sneezing,phlegm,throat_irritation,cough,fatigue,redness_of_eyes,runny_nose,malaise,,,,,,,
Common Cold,malaise,redness_of_eyes,throat_irritation,chills,congestion,sinus_pressure,chest_pain,fatigue,headache,muscle_pain,phlegm,runny_nose,loss_of_smell,continuous_sneezing,cough,high_fever,
Common Cold,headache,swelled_lymph_nodes,loss_of_smell,continuous_sneezing,sinus_pressure,chills,phlegm,congestion,redness_of_eyes,runny_nose,high_fever,throat_irritation,,,,,
Common Cold,continuous_sneezing,headache,sinus_pressure,malaise,swelled_lymph_nodes,congestion,throat_irritation,high_fever,phlegm,fatigue,chest_pain,muscle_pain,loss_of_smell,blurred_and_distorted_vision,,,
Common Cold,cough,sinus_pressure,throat_irritation,runny_nose,chest_pain,fatigue,swelled_lymph_nodes,high_fever,malaise,headache,dehydration,,,,,,
Common Cold,throat_irritation,headache,congestion,chills,malaise,redness_of_eyes,sinus_pressure,swelled_lymph_nodes,phlegm,cough,muscle_pain,loss_of_smell,continuous_sneezing,chest_pain,fatigue,runny_nose,
Common Cold,loss_of_smell,swelled_lymph_nodes,headache,congestion,chest_pain,cough,sinus_pressure,redness_of_eyes,fatigue,runny_nose,diarrhoea,,,,,,
Common Cold,malaise,cough,chills,fatigue,runny_nose,chest_pain,throat_irritation,swelled_lymph_nodes,high_fever,continuous_sneezing,drying_and_tingling_lips,,,,,,
Common Cold,muscle_pain,runny_nose,swelled_lymph_nodes,chest_pain,headache,cough,chills,continuous_sneezing,fatigue,sinus_pressure,malaise,distention_of_abdomen,mild_fever,,,,
Common Cold,headache,phlegm,fatigue,chills,high_fever,congestion,redness_of_eyes,swelled_lymph_nodes,throat_irritation,muscle_pain,sinus_pressure,runny_nose,,,,,
Common Cold,runny_nose,phlegm,chills,chest_pain,redness_of_eyes,malaise,muscle_pain,swelled_lymph_nodes,congestion,headache,continuous_sneezing,fatigue,cough,loss_of_smell,dischromic_patches,pain_behind_the_eyes,
Common Cold,loss_of_smell,muscle_pain,congestion,cough,throat_irritation,headache,chills,fatigue,swelled_lymph_nodes,redness_of_eyes,chest_pain,high_fever,malaise,itching,puffy_face_and_eyes,,
Common Cold,congestion,phlegm,swelled_lymph_nodes,chest_pain,headache,cough,redness_of_eyes,chills,high_fever,muscle_pain,throat_irritation,malaise,sinus_pressure,fatigue,pus_filled_pimples,prominent_veins_on_calf,
Common Cold,redness_of_eyes,chills,congestion,muscle_pain,cough,headache,loss_of_smell,sinus_pressure,runny_nose,malaise,chest_pain,phlegm,enlarged_thyroid,internal_itching,,,
Common Cold,redness_of_eyes,phlegm,muscle_pain,swelled_lymph_nodes,loss_of_smell,sinus_pressure,malaise,runny_nose,fatigue,headache,congestion,,,,,,
Common Cold,swelled_lymph_nodes,continuous_sneezing,throat_irritation,headache,runny_nose,loss_of_smell,chest_pain,malaise,chills,fatigue,muscle_pain,congestion,,,,,
Common Cold,continuous_sneezing,throat_irritation,cough,swelled_lymph_nodes,headache,sinus_pressure,fatigue,chest_pain,chills,redness_of_eyes,muscle_pain,loss_of_smell,malaise,stomach_bleeding,dischromic_patches,,
Common Cold,cough,headache,redness_of_eyes,sinus_pressure,chills,muscle_pain,throat_irritation,phlegm,malaise,congestion,fatigue,continuous_sneezing,swelled_lymph_nodes,,,,
Common Cold,headache,swelled_lymph_nodes,chills,runny_nose,phlegm,congestion,sinus_pressure,redness_of_eyes,high_fever,chest_pain,fatigue,continuous_sneezing,puffy_face_and_eyes,,,,
Common Cold,congestion,high_fever,cough,continuous_sneezing,malaise,headache,redness_of_eyes,fatigue,muscle_pain,chills,throat_irritation,phlegm,swelled_lymph_nodes,yellowing_of_eyes,,,
Common Cold,phlegm,throat_irritation,muscle_pain,high_fever,chills,loss_of_smell,malaise,cough,chest_pain,swelled_lymph_nodes,congestion,,,,,,
Common Cold,cough,malaise,chills,muscle_pain,fatigue,runny_nose,congestion,headache,chest_pain,high_fever,throat_irritation,continuous_sneezing,redness_of_eyes,receiving_unsterile_injections,weight_loss,,
Common Cold,fatigue,cough,loss_of_smell,high_fever,chills,malaise,throat_irritation,phlegm,redness_of_eyes,runny_nose,watering_from_eyes,,,,,,
Common Cold,headache,congestion,cough,malaise,swelled_lymph_nodes,sinus_pressure,throat_irritation,redness_of_eyes,muscle_pain,phlegm,chills,runny_nose,fatigue,chest_pain,loss_of_smell,abnormal_menstruation,weight_gain
Common Cold,chills,runny_nose,malaise,high_fever,swelled_lymph_nodes,chest_pain,throat_irritation,redness_of_eyes,headache,sinus_pressure,muscle_pain,congestion,phlegm,continuous_sneezing,blurred_and_distorted_vision,neck_pain,
Common Cold,throat_irritation,chills,malaise,redness_of_eyes,high_fever,muscle_pain,runny_nose,continuous_sneezing,headache,loss_of_smell,congestion,phlegm,cough,swelled_lymph_nodes,chest_pain,sinus_pressure,
